,Fighter Name,Age,Height,Reach,Overall Record,Record in Last 5,Sig. Strikes Landed/min,Striking Accuracy (%),Sig. Strikes Absorbed/min,Striking Defense (%),Differential/min (+/-),Takedown Avg/15min,Takedown Accuracy (%),Takedown Defense (%),Sub Attempt Avg/15min,# of Fights,KO Win %,Sub Win %,Dec Win %,Finish Rate,KO Wins,KO Losses,Sub Wins,Sub Losses,Dec Wins,Dec Losses,DQ Wins,DQ Losses,Odds,Category
0,Aoriqileng,30,67,69.3,25-11-0,03-02,5.31,50%,5.56,50%,-0.25,1.64,46%,58%,0.0,36,25.00%,0.00%,44.44%,25.00%,9,1,0,3,16,7,0,0,-108.0,Bantamweight Bout
1,Aoriqileng,30,67,69.3,25-11-0,03-02,5.31,50%,5.56,50%,-0.25,1.64,46%,58%,0.0,36,25.00%,0.00%,44.44%,25.00%,9,1,0,3,16,7,0,0,195.0,Bantamweight Bout
2,Charalampos Grigoriou,31,67,67.0,08-03-0,03-02,13.0,65%,4.0,63%,9.0,0.0,0%,0%,0.0,11,55.00%,0.00%,18.00%,54.55%,6,1,0,0,2,2,0,0,-158.0,Bantamweight Bout
3,Aiemann Zahabi,36,68,68.0,10-02-0,03-02,3.04,43%,3.4,72%,-0.36,0.25,16%,75%,0.0,12,42.00%,25.00%,17.00%,66.67%,5,1,3,0,2,1,0,0,500.0,Bantamweight Bout
4,Ricky Simon,31,66,70.0,20-04-0,04-01,3.01,44%,3.23,62%,-0.22,5.84,50%,75%,0.4,24,25.00%,17.00%,42.00%,41.67%,6,2,4,1,10,1,0,0,-175.0,Bantamweight Bout
5,Casey O'Neill,26,66,69.0,09-01-0,04-01,8.77,55%,5.9,58%,2.87,1.96,42%,71%,0.7,10,30.00%,20.00%,40.00%,50.00%,3,0,2,0,4,1,0,0,-202.0,Bantamweight Bout
6,Song Yadong,26,68,67.0,21-07-0,04-01,4.38,42%,3.73,57%,0.65,0.63,58%,73%,0.2,30,30.00%,10.00%,30.00%,40.00%,9,2,3,0,9,4,0,1,-350.0,Bantamweight Bout
7,Song Yadong,26,68,67.0,20-07-0,04-01,4.61,42%,3.77,59%,0.84,0.53,55%,72%,0.2,28,32.00%,11.00%,29.00%,42.86%,9,2,3,0,8,4,0,1,-350.0,Bantamweight Bout
8,Song Yadong,26,68,67.0,21-07-0,04-01,4.38,42%,3.73,57%,0.65,0.63,58%,73%,0.2,30,30.00%,10.00%,30.00%,40.00%,9,2,3,0,9,4,0,1,-107.0,Bantamweight Bout
9,Song Yadong,26,68,67.0,20-07-0,04-01,4.61,42%,3.77,59%,0.84,0.53,55%,72%,0.2,28,32.00%,11.00%,29.00%,42.86%,9,2,3,0,8,4,0,1,-107.0,Bantamweight Bout
10,Nasrat Haqparast,28,70,72.0,15-05-0,03-02,5.73,44%,5.26,64%,0.47,0.32,20%,78%,0.0,20,45.00%,0.00%,30.00%,45.00%,9,1,0,1,6,3,0,0,-214.0,Bantamweight Bout
11,Chad Anheliger,37,66,64.0,12-07-0,04-01,3.07,42%,3.55,51%,-0.48,1.03,36%,47%,0.8,19,37.00%,16.00%,11.00%,52.63%,7,0,3,6,2,1,0,0,175.0,Bantamweight Bout
12,Chad Anheliger,36,66,64.0,12-06-0,04-01,3.51,43%,3.31,55%,0.2,0.0,0%,47%,1.0,18,39.00%,17.00%,11.00%,55.56%,7,0,3,5,2,1,0,0,175.0,Bantamweight Bout
13,Chad Anheliger,37,66,64.0,12-07-0,04-01,3.07,42%,3.55,51%,-0.48,1.03,36%,47%,0.8,19,37.00%,16.00%,11.00%,52.63%,7,0,3,6,2,1,0,0,138.0,Bantamweight Bout
14,Chad Anheliger,36,66,64.0,12-06-0,04-01,3.51,43%,3.31,55%,0.2,0.0,0%,47%,1.0,18,39.00%,17.00%,11.00%,55.56%,7,0,3,5,2,1,0,0,138.0,Bantamweight Bout
15,Jonathan Martinez,30,68,70.0,19-04-0,5-0,4.64,50%,3.76,58%,0.88,0.44,41%,69%,0.1,23,39.13%,8.70%,34.78%,47.83%,9,1,2,0,8,2,0,1,-108.0,Bantamweight Bout
16,Jonathan Martinez,30,68,70.0,19-04-0,5-0,4.64,50%,3.76,58%,0.88,0.44,41%,69%,0.1,23,39.13%,8.70%,34.78%,47.83%,9,1,2,0,8,2,0,1,-157.0,Bantamweight Bout
17,Piera Rodriguez,31,63,63.0,09-01-0,04-01,3.46,46%,2.98,57%,0.48,3.31,41%,66%,0.0,10,50.00%,0.00%,40.00%,50.00%,5,0,0,1,4,0,0,0,-156.0,Bantamweight Bout
18,Rani Yahya,39,66,67.0,28-11-0,02-02-01,1.59,37%,1.77,50%,-0.18,2.86,32%,24%,1.9,41,0.00%,51.22%,17.07%,51.22%,0,3,21,1,7,7,0,0,355.0,Bantamweight Bout
19,Deiveson Figueiredo,36,65,68.0,22-03-0,02-02-01,3.08,55%,3.46,51%,-0.38,1.65,44%,58%,1.6,26,34.62%,30.77%,19.23%,65.38%,9,1,8,1,5,1,0,0,-300.0,Bantamweight Bout
20,Deiveson Figueiredo,35,65,68.0,21-03-0,02-02-01,3.09,55%,3.5,51%,-0.41,1.44,42%,57%,1.8,25,36.00%,32.00%,16.00%,68.00%,9,1,8,1,4,1,0,0,-300.0,Bantamweight Bout
21,Deiveson Figueiredo,36,65,68.0,22-03-0,02-02-01,3.08,55%,3.46,51%,-0.38,1.65,44%,58%,1.6,26,34.62%,30.77%,19.23%,65.38%,9,1,8,1,5,1,0,0,121.0,Bantamweight Bout
22,Deiveson Figueiredo,35,65,68.0,21-03-0,02-02-01,3.09,55%,3.5,51%,-0.41,1.44,42%,57%,1.8,25,36.00%,32.00%,16.00%,68.00%,9,1,8,1,4,1,0,0,121.0,Bantamweight Bout
23,Dan Argueta,30,67,68.0,09-01-0,2-1 (2 NC),2.35,47%,1.9,52%,0.45,2.54,50%,60%,1.9,12,16.67%,33.33%,25.00%,50.00%,2,0,4,0,3,1,0,0,158.0,Bantamweight Bout
24,Angel Pacheco,32,68,70.0,07-02-0,04-01,13.13,40%,13.6,35%,-0.47,0.0,0%,33%,0.0,9,55.56%,22.22%,0.00%,77.78%,5,0,2,0,0,2,0,0,285.0,Bantamweight Bout
25,Payton Talbott,25,70,70.0,7-0-0,5-0,6.66,51%,3.12,51%,3.54,0.0,0%,88%,0.6,7,71.43%,14.29%,14.29%,85.71%,5,0,1,0,1,0,0,0,-150.0,Bantamweight Bout
26,Payton Talbott,25,70,70.5,6-0-0,5-0,9.67,51%,5.07,50%,4.6,0.0,0%,94%,0.0,6,83.00%,0.00%,17.00%,83.33%,5,0,0,0,1,0,0,0,-150.0,Bantamweight Bout
27,Payton Talbott,25,70,70.0,7-0-0,5-0,6.66,51%,3.12,51%,3.54,0.0,0%,88%,0.6,7,71.43%,14.29%,14.29%,85.71%,5,0,1,0,1,0,0,0,-700.0,Bantamweight Bout
28,Payton Talbott,25,70,70.5,6-0-0,5-0,9.67,51%,5.07,50%,4.6,0.0,0%,94%,0.0,6,83.00%,0.00%,17.00%,83.33%,5,0,0,0,1,0,0,0,-700.0,Bantamweight Bout
29,Miles Johns,30,67,66.0,13-02-0,3-1 (1 NC),3.51,48%,2.75,68%,0.76,1.03,21%,85%,0.0,16,25.00%,12.50%,43.75%,37.50%,4,1,2,1,7,0,0,0,-150.0,Bantamweight Bout
30,Petr Yan,31,67,67.0,16-05-0,01-04,5.03,53%,4.26,59%,0.77,1.71,52%,85%,0.1,21,33.33%,4.76%,38.10%,38.10%,7,0,1,0,8,4,0,1,-113.0,Bantamweight Bout
31,Pedro Munhoz,37,66,65.0,20-08-0,1-3 (1 NC),5.45,43%,6.14,56%,-0.69,0.47,19%,82%,0.5,30,16.67%,26.67%,23.33%,43.33%,5,0,8,0,7,8,0,0,180.0,Bantamweight Bout
32,Umar Nurmagomedov,28,68,69.0,16-0-0,5-0,4.85,70%,0.73,75%,4.12,4.28,45%,100%,0.9,16,13.00%,44.00%,44.00%,56.25%,2,0,7,0,7,0,0,0,-1000.0,Bantamweight Bout
33,Vinicius Oliveira,28,69,70.5,19-03-0,04-01,9.56,49%,2.31,61%,7.25,0.0,0%,100%,0.0,22,68.00%,9.00%,9.00%,77.27%,15,3,2,0,2,0,0,0,-144.0,Bantamweight Bout
34,Cristian Quinonez,27,68,70.0,18-04-0,04-01,5.23,42%,5.13,59%,0.1,0.73,100%,85%,0.0,22,45.00%,14.00%,23.00%,59.09%,10,2,3,2,5,0,0,0,165.0,Bantamweight Bout
35,Merab Dvalishvili,33,66,68.0,164-0,5-0,4.46,41%,2.41,56%,2.05,6.55,36%,78%,0.3,20,15.00%,5.00%,60.00%,20.00%,3,0,1,1,12,3,0,0,-210.0,Bantamweight Bout
36,Rinya Nakamura,28,67,68.0,8-0-0,5-0,4.23,54%,1.78,70%,2.45,4.23,85%,100%,2.8,8,63.00%,13.00%,25.00%,75.00%,5,0,1,0,2,0,0,0,-1000.0,Bantamweight Bout
37,Daniel Marcos,30,67,69.0,15-0-0,5-0,4.88,46%,3.7,69%,1.18,0.4,50%,89%,0.0,15,53.33%,0.00%,46.67%,53.33%,8,0,0,0,7,0,0,0,-230.0,Bantamweight Bout
38,Daniel Marcos,30,67,69.0,15-0-0,5-0,4.88,46%,3.7,69%,1.18,0.4,50%,89%,0.0,15,53.00%,0.00%,47.00%,53.33%,8,0,0,0,7,0,0,0,-230.0,Bantamweight Bout
39,Brad Katona,32,66,64.5,13-02-0,5-0,4.8,51%,4.57,50%,0.23,1.0,20%,50%,0.0,15,7.00%,20.00%,60.00%,26.67%,1,0,3,0,9,2,0,0,-178.0,Bantamweight Bout
40,Serhiy Sidey,27,71,72.0,10-01-0,5-0,4.52,35%,4.52,42%,0.0,0.0,0%,0%,0.0,11,55.00%,18.00%,18.00%,72.73%,6,0,2,0,2,1,0,0,-183.0,Bantamweight Bout
41,Marcus McGhee,33,68,69.0,08-01-0,04-01,3.42,48%,1.81,77%,1.61,0.0,0%,100%,1.6,9,78.00%,11.00%,0.00%,88.89%,7,0,1,1,0,0,0,0,-260.0,Bantamweight Bout
42,Farid Basharat,26,68,71.0,11-0,5-0,5.2,63%,2.34,58%,2.86,3.5,53%,83%,0.4,11,9.00%,55.00%,36.00%,63.64%,1,0,6,0,4,0,0,0,-300.0,Bantamweight Bout
43,Rob Font,36,68,71.5,20-07-0,02-03,5.71,45%,3.7,57%,2.01,0.96,37%,46%,0.4,27,33.00%,15.00%,26.00%,48.15%,9,0,4,1,7,6,0,0,-141.0,Bantamweight Bout
44,Christian Rodriguez,26,67,71.0,10-01-0,04-01,3.51,46%,2.46,58%,1.05,1.4,54%,70%,1.4,11,27.00%,36.00%,27.00%,63.64%,3,0,4,0,3,1,0,0,136.0,Bantamweight Bout
45,Christian Rodriguez,26,67,71.0,10-01-0,04-01,3.51,46%,2.46,58%,1.05,1.4,54%,70%,1.4,11,27.00%,36.00%,27.00%,63.64%,3,0,4,0,3,1,0,0,159.0,Featherweight Bout
46,Chris Gutierrez,32,69,67.0,20-04-0,04-01,5.04,57%,2.73,65%,2.31,0.34,37%,71%,0.1,26,35.00%,4.00%,38.00%,38.46%,9,0,1,1,10,3,0,0,-325.0,Bantamweight Bout
47,Chris Gutierrez,32,69,67.0,20-04-0,04-01,5.04,57%,2.73,65%,2.31,0.34,37%,71%,0.1,26,35.00%,4.00%,38.00%,38.46%,9,0,1,1,10,3,0,0,275.0,Bantamweight Bout
48,John Castaneda,31,66,71.0,20-06-0,03-02,4.24,47%,4.8,55%,-0.56,1.69,38%,71%,0.2,26,27.00%,27.00%,23.00%,53.85%,7,2,7,0,6,4,0,0,130.0,Catch Weight Bout
49,Elves Brener,26,70,72.0,16-03-0,5-0,4.64,46%,5.05,55%,-0.41,0.93,20%,85%,0.0,19,15.79%,57.89%,10.53%,73.68%,3,0,11,0,2,3,0,0,-161.0,Catch Weight Bout
50,Elves Brener,26,70,72.0,16-03-0,5-0,4.64,46%,5.05,55%,-0.41,0.93,20%,85%,0.0,19,15.79%,57.89%,10.53%,73.68%,3,0,11,0,2,3,0,0,225.0,Lightweight Bout
51,Alexander Hernandez,31,69,72.0,14-07-0,02-03,4.63,41%,4.9,56%,-0.27,1.2,31%,60%,0.1,21,28.57%,9.52%,28.57%,38.10%,6,3,2,1,6,3,0,0,102.0,Featherweight Bout
52,Alexander Hernandez,31,69,72.0,14-07-0,02-03,4.63,41%,4.9,56%,-0.27,1.2,31%,60%,0.1,21,28.57%,9.52%,28.57%,38.10%,6,3,2,1,6,3,0,0,-200.0,Featherweight Bout
53,Jack Shore,29,68,71.0,17-01-0,04-01,3.84,58%,2.2,57%,1.64,3.42,40%,79%,0.7,18,22.22%,50.00%,22.22%,72.22%,4,0,9,1,4,0,0,0,118.0,Featherweight Bout
54,Jonathan Pearce,32,72,71.0,14-05-0,04-01,5.6,56%,3.35,55%,2.25,5.29,53%,56%,0.8,19,47.37%,10.53%,15.79%,57.89%,9,1,2,3,3,1,0,0,-170.0,Featherweight Bout
55,Jonathan Pearce,31,72,71.0,14-04-0,5-0,6.11,55%,3.66,55%,2.45,5.74,56%,59%,0.8,18,50.00%,11.00%,17.00%,61.11%,9,1,2,2,3,1,0,0,-170.0,Featherweight Bout
56,Jonathan Pearce,32,72,71.0,14-05-0,04-01,5.6,56%,3.35,55%,2.25,5.29,53%,56%,0.8,19,47.37%,10.53%,15.79%,57.89%,9,1,2,3,3,1,0,0,-130.0,Featherweight Bout
57,Jonathan Pearce,31,72,71.0,14-04-0,5-0,6.11,55%,3.66,55%,2.45,5.74,56%,59%,0.8,18,50.00%,11.00%,17.00%,61.11%,9,1,2,2,3,1,0,0,-130.0,Featherweight Bout
58,Sodiq Yusuff,30,69,71.0,13-03-0,03-02,5.72,49%,4.33,54%,1.39,0.28,20%,62%,0.4,16,37.50%,6.25%,37.50%,43.75%,6,1,1,0,6,2,0,0,115.0,Featherweight Bout
59,Sodiq Yusuff,30,69,71.0,13-03-0,03-02,5.72,49%,4.33,54%,1.39,0.28,20%,62%,0.4,16,37.50%,6.25%,37.50%,43.75%,6,1,1,0,6,2,0,0,-166.0,Featherweight Bout
60,Bill Algeo,34,72,73.0,18-07-0,04-01,6.11,52%,4.41,47%,1.7,0.89,46%,56%,0.1,25,16.00%,28.00%,28.00%,44.00%,4,0,7,2,7,5,0,0,-235.0,Featherweight Bout
61,Bill Algeo,34,72,73.0,18-07-0,04-01,6.11,52%,4.41,47%,1.7,0.89,46%,56%,0.1,25,16.00%,28.00%,28.00%,44.00%,4,0,7,2,7,5,0,0,-102.0,Featherweight Bout
62,Dennis Buzukja,26,69,70.0,11-04-0,03-02,3.3,43%,4.93,40%,-1.63,0.98,30%,73%,0.3,15,26.67%,6.67%,40.00%,33.33%,4,1,1,0,6,3,0,0,-127.0,Featherweight Bout
63,Dennis Buzukja,26,69,70.5,11-03-0,04-01,3.29,43%,4.71,41%,-1.42,1.0,30%,73%,0.3,14,29.00%,7.00%,43.00%,35.71%,4,0,1,0,6,3,0,0,-127.0,Featherweight Bout
64,Dennis Buzukja,26,69,70.0,11-04-0,03-02,3.3,43%,4.93,40%,-1.63,0.98,30%,73%,0.3,15,26.67%,6.67%,40.00%,33.33%,4,1,1,0,6,3,0,0,-225.0,Featherweight Bout
65,Dennis Buzukja,26,69,70.5,11-03-0,04-01,3.29,43%,4.71,41%,-1.42,1.0,30%,73%,0.3,14,29.00%,7.00%,43.00%,35.71%,4,0,1,0,6,3,0,0,-225.0,Featherweight Bout
66,Billy Quarantillo,35,70,70.0,18-05-0,03-02,7.71,57%,5.61,43%,2.1,1.31,23%,63%,1.2,23,34.78%,21.74%,21.74%,56.52%,8,2,5,0,5,3,0,0,-157.0,Featherweight Bout
67,Fernando Padilla,27,73,76.0,15-05-0,03-02,5.51,38%,5.81,53%,-0.3,0.0,0%,100%,0.0,20,25.00%,40.00%,10.00%,65.00%,5,0,8,0,2,5,0,0,-157.0,Featherweight Bout
68,Jarno Errens,29,71,73.0,13-05-0,02-03,1.67,38%,2.93,52%,-1.26,0.0,0%,33%,0.5,19,15.79%,26.32%,26.32%,42.11%,3,0,5,1,5,4,0,0,165.0,Featherweight Bout
69,Yair Rodriguez,31,71,71.0,18-04-0,03-02,4.63,46%,4.07,51%,0.56,0.73,28%,59%,0.7,22,32.00%,23.00%,27.00%,54.55%,7,3,5,0,6,1,0,0,-148.0,Featherweight Bout
70,Erik Silva,36,69,71.0,09-02-0,04-01,2.17,71%,1.58,40%,0.59,3.94,80%,71%,0.0,11,27.00%,36.00%,18.00%,63.64%,3,0,4,2,2,0,0,0,300.0,Featherweight Bout
71,Blake Bilder,33,68,68.5,08-01-0,04-01,4.96,50%,4.54,56%,0.42,0.45,10%,100%,0.9,10,10.00%,40.00%,30.00%,50.00%,1,0,4,0,3,1,0,0,125.0,Featherweight Bout
72,Josh Emmett,38,66,70.0,18-04-0,03-02,4.07,36%,4.66,61%,-0.59,0.92,37%,46%,0.1,22,27.00%,9.00%,45.00%,36.36%,6,1,2,1,10,2,0,0,200.0,Featherweight Bout
73,Andre Fili,33,71,74.0,23-10-0,2-2 (1 NC),3.86,37%,4.11,51%,-0.25,2.19,47%,69%,0.3,33,30.30%,9.09%,30.30%,39.39%,10,3,3,2,10,5,0,0,-173.0,Featherweight Bout
74,Andre Fili,33,71,74.0,22-10-0,1-3 (1 NC),3.83,37%,4.13,51%,-0.3,2.22,47%,69%,0.3,32,28.00%,9.00%,31.00%,37.50%,9,3,3,2,10,5,0,0,-173.0,Featherweight Bout
75,Andre Fili,33,71,74.0,23-10-0,2-2 (1 NC),3.86,37%,4.11,51%,-0.25,2.19,47%,69%,0.3,33,30.30%,9.09%,30.30%,39.39%,10,3,3,2,10,5,0,0,143.0,Featherweight Bout
76,Andre Fili,33,71,74.0,22-10-0,1-3 (1 NC),3.83,37%,4.13,51%,-0.3,2.22,47%,69%,0.3,32,28.00%,9.00%,31.00%,37.50%,9,3,3,2,10,5,0,0,143.0,Featherweight Bout
77,Jeka Saragih,28,68,69.0,13-03-0,04-01,2.77,51%,2.56,42%,0.21,1.89,100%,60%,0.6,16,50.00%,25.00%,6.00%,75.00%,8,1,4,2,1,0,0,0,-520.0,Featherweight Bout
78,Diego Lopes,29,71,72.0,23-06-0,04-01,2.47,53%,4.91,37%,-2.44,0.0,0%,42%,5.3,29,31.03%,41.38%,6.90%,72.41%,9,2,12,0,2,4,0,0,104.0,Featherweight Bout
79,Diego Lopes,28,71,72.5,22-06-0,03-02,2.12,50%,4.92,36%,-2.8,0.0,0%,33%,5.6,28,29.00%,43.00%,7.00%,71.43%,8,2,12,0,2,4,0,0,104.0,Featherweight Bout
80,Diego Lopes,29,71,72.0,23-06-0,04-01,2.47,53%,4.91,37%,-2.44,0.0,0%,42%,5.3,29,31.03%,41.38%,6.90%,72.41%,9,2,12,0,2,4,0,0,-135.0,Featherweight Bout
81,Diego Lopes,28,71,72.5,22-06-0,03-02,2.12,50%,4.92,36%,-2.8,0.0,0%,33%,5.6,28,29.00%,43.00%,7.00%,71.43%,8,2,12,0,2,4,0,0,-135.0,Featherweight Bout
82,Alex Caceres,35,70,73.0,21-14-0,03-02,4.16,50%,2.93,63%,1.23,0.56,68%,64%,0.7,36,11.11%,19.44%,27.78%,30.56%,4,1,7,7,10,6,0,0,170.0,Featherweight Bout
83,Calvin Kattar,36,71,72.0,23-07-0,02-03,5.12,39%,7.1,54%,-1.98,0.42,29%,91%,0.1,30,36.67%,6.67%,33.33%,43.33%,11,1,2,1,10,5,0,0,140.0,Featherweight Bout
84,Morgan Charriere,28,68,69.0,19-09-0,04-01,6.75,53%,2.34,78%,4.41,0.0,0%,0%,0.0,29,37.93%,10.34%,17.24%,48.28%,11,0,3,1,5,8,0,0,-122.0,Featherweight Bout
85,Nate Landwehr,35,69,72.0,17-05-0,03-02,6.14,46%,5.58,55%,0.56,1.07,41%,86%,1.1,22,36.36%,9.09%,31.82%,45.45%,8,2,2,1,7,2,0,0,186.0,Featherweight Bout
86,Julio Arce,34,67,70.0,18-06-0,02-03,4.38,36%,3.1,68%,1.28,0.49,30%,95%,0.4,24,20.83%,20.83%,33.33%,41.67%,5,1,5,1,8,4,0,0,-400.0,Featherweight Bout
87,Ricardo Ramos,28,69,72.0,16-05-0,02-03,3.21,37%,3.78,57%,-0.57,2.79,59%,72%,0.7,21,19.05%,33.33%,23.81%,52.38%,4,2,7,2,5,1,0,0,-152.0,Featherweight Bout
88,Thiago Moises,29,69,70.0,17-07-0,02-03,2.47,39%,4.4,54%,-1.93,1.53,40%,56%,1.3,24,13.00%,33.00%,25.00%,45.83%,3,2,8,1,6,4,0,0,-425.0,Featherweight Bout
89,Dan Ige,32,67,71.0,17-07-0,02-03,3.76,45%,3.53,57%,0.23,1.07,26%,58%,0.3,24,20.83%,20.83%,29.17%,41.67%,5,0,5,0,7,7,0,0,-163.0,Featherweight Bout
90,Fernie Garcia,31,67,67.0,10-04-0,02-03,1.8,34%,2.69,50%,-0.89,0.32,50%,47%,0.6,14,7.14%,21.43%,42.86%,28.57%,1,0,3,0,6,4,0,0,147.0,Featherweight Bout
91,Arnold Allen,29,68,70.0,19-02-0,04-01,3.34,40%,2.86,61%,0.48,1.12,50%,76%,0.3,21,33.00%,19.00%,38.00%,52.38%,7,0,4,0,8,2,0,0,156.0,Featherweight Bout
92,Charles Jourdain,28,69,69.0,15-06-0,03-02,5.71,49%,4.21,58%,1.5,0.1,16%,47%,0.5,22,36.00%,23.00%,9.00%,59.09%,8,0,5,1,2,5,0,0,-180.0,Featherweight Bout
93,Jean Silva,27,67,69.0,12-02-0,5-0,5.83,52%,4.27,57%,1.56,1.56,50%,100%,0.0,14,64.29%,14.29%,7.14%,78.57%,9,0,2,0,1,2,0,0,-900.0,Featherweight Bout
94,Jean Silva,27,67,69.0,11-02-0,5-0,5.8,48%,4.73,55%,1.07,1.0,33%,100%,0.0,13,62.00%,15.00%,8.00%,76.92%,8,0,2,0,1,2,0,0,-900.0,Featherweight Bout
95,Charles Johnson,33,69,70.0,14-06-0,02-03,4.45,55%,3.15,59%,1.3,0.48,23%,63%,0.6,20,30.00%,15.00%,25.00%,45.00%,6,0,3,0,5,6,0,0,144.0,Flyweight Bout
96,Charles Johnson,33,69,70.0,13-06-0,02-03,4.34,55%,3.27,54%,1.07,0.19,14%,62%,0.2,19,26.00%,21.00%,21.00%,47.37%,5,0,4,0,4,6,0,0,144.0,Flyweight Bout
97,Charles Johnson,32,69,70.0,13-05-0,02-03,4.23,52%,3.75,54%,0.48,0.23,14%,54%,0.2,18,28.00%,22.00%,22.00%,50.00%,5,0,4,0,4,5,0,0,144.0,Flyweight Bout
98,Charles Johnson,33,69,70.0,14-06-0,02-03,4.45,55%,3.15,59%,1.3,0.48,23%,63%,0.6,20,30.00%,15.00%,25.00%,45.00%,6,0,3,0,5,6,0,0,170.0,Flyweight Bout
99,Charles Johnson,33,69,70.0,13-06-0,02-03,4.34,55%,3.27,54%,1.07,0.19,14%,62%,0.2,19,26.00%,21.00%,21.00%,47.37%,5,0,4,0,4,6,0,0,170.0,Flyweight Bout
100,Charles Johnson,32,69,70.0,13-05-0,02-03,4.23,52%,3.75,54%,0.48,0.23,14%,54%,0.2,18,28.00%,22.00%,22.00%,50.00%,5,0,4,0,4,5,0,0,170.0,Flyweight Bout
101,Charles Johnson,33,69,70.0,14-06-0,02-03,4.45,55%,3.15,59%,1.3,0.48,23%,63%,0.6,20,30.00%,15.00%,25.00%,45.00%,6,0,3,0,5,6,0,0,-155.0,Flyweight Bout
102,Charles Johnson,33,69,70.0,13-06-0,02-03,4.34,55%,3.27,54%,1.07,0.19,14%,62%,0.2,19,26.00%,21.00%,21.00%,47.37%,5,0,4,0,4,6,0,0,-155.0,Flyweight Bout
103,Charles Johnson,32,69,70.0,13-05-0,02-03,4.23,52%,3.75,54%,0.48,0.23,14%,54%,0.2,18,28.00%,22.00%,22.00%,50.00%,5,0,4,0,4,5,0,0,-155.0,Flyweight Bout
104,Alessandro Costa,28,64,67.0,13-04-0,03-02,3.75,46%,3.61,56%,0.14,0.31,16%,90%,0.0,17,23.53%,35.29%,17.65%,58.82%,4,2,6,0,3,2,0,0,-133.0,Flyweight Bout
105,Alessandro Costa,27,64,67.0,13-03-0,04-01,3.82,43%,3.01,63%,0.81,0.0,0%,91%,0.0,16,25.00%,38.00%,19.00%,62.50%,4,2,6,0,3,1,0,0,-133.0,Flyweight Bout
106,Alessandro Costa,28,64,67.0,13-04-0,03-02,3.75,46%,3.61,56%,0.14,0.31,16%,90%,0.0,17,23.53%,35.29%,17.65%,58.82%,4,2,6,0,3,2,0,0,-200.0,Flyweight Bout
107,Alessandro Costa,27,64,67.0,13-03-0,04-01,3.82,43%,3.01,63%,0.81,0.0,0%,91%,0.0,16,25.00%,38.00%,19.00%,62.50%,4,2,6,0,3,1,0,0,-200.0,Flyweight Bout
108,Matheus Nicolau,31,66,66.0,19-03-0,04-01,3.66,53%,3.14,66%,0.52,1.48,45%,93%,0.9,24,20.83%,20.83%,37.50%,41.67%,5,3,5,0,9,1,0,0,-192.0,Flyweight Bout
109,Matheus Nicolau,31,66,66.0,19-03-0,04-01,3.66,53%,3.14,66%,0.52,1.48,45%,93%,0.9,23,22.00%,22.00%,39.00%,43.48%,5,3,5,0,9,0,0,0,-192.0,Flyweight Bout
110,Jafel Filho,30,67,68.0,15-03-0,04-01,2.0,37%,2.31,45%,-0.31,1.53,27%,55%,2.0,18,28.00%,50.00%,6.00%,77.78%,5,0,9,2,1,1,0,0,-178.0,Flyweight Bout
111,Brandon Moreno,30,67,70.0,21-07-0,03-02,3.8,43%,3.4,56%,0.4,1.73,45%,64%,0.5,30,17.00%,37.00%,17.00%,53.33%,5,0,11,0,5,7,0,0,-275.0,Flyweight Bout
112,Ronaldo Rodriguez,24,66,65.0,15-02-0,5-0,1.27,37%,3.2,54%,-1.93,2.0,50%,100%,2.0,17,41.00%,24.00%,18.00%,64.71%,7,0,4,0,3,2,1,0,-130.0,Flyweight Bout
113,Victor Altamirano,33,68,70.0,12-03-0,03-02,5.0,57%,3.99,53%,1.01,2.12,25%,63%,0.0,15,13.00%,27.00%,40.00%,40.00%,2,0,4,1,6,2,0,0,245.0,Flyweight Bout
114,Igor Severino,20,67,69.0,8-0-0,5-0,9.85,55%,4.86,47%,4.99,9.85,100%,0%,0.0,8,50.00%,50.00%,0.00%,100.00%,4,0,4,0,0,0,0,0,150.0,Flyweight Bout
115,CJ Vergara,32,66,68.0,12-04-0,03-02,6.01,57%,5.01,53%,1.0,0.0,0%,74%,0.2,17,41.18%,0.00%,29.41%,41.18%,7,0,0,2,5,2,0,0,185.0,Flyweight Bout
116,Alex Perez,32,66,65.0,24-08-0,02-03,4.12,46%,3.14,59%,0.98,2.26,44%,82%,1.0,32,15.62%,21.88%,37.50%,37.50%,5,1,7,5,12,2,0,0,290.0,Flyweight Bout
117,Alex Perez,31,66,65.5,24-07-0,03-02,4.67,48%,3.14,60%,1.53,2.84,44%,77%,1.3,31,16.00%,23.00%,39.00%,38.71%,5,1,7,5,12,1,0,0,290.0,Flyweight Bout
118,Alex Perez,32,66,65.0,24-08-0,02-03,4.12,46%,3.14,59%,0.98,2.26,44%,82%,1.0,32,15.62%,21.88%,37.50%,37.50%,5,1,7,5,12,2,0,0,167.0,Flyweight Bout
119,Alex Perez,31,66,65.5,24-07-0,03-02,4.67,48%,3.14,60%,1.53,2.84,44%,77%,1.3,31,16.00%,23.00%,39.00%,38.71%,5,1,7,5,12,1,0,0,167.0,Flyweight Bout
120,Matt Schnell,34,68,70.0,16-07-0,2-2 (1 NC),4.24,39%,4.46,55%,-0.22,0.63,44%,46%,1.1,23,9.00%,39.00%,17.00%,47.83%,2,4,9,2,4,1,1,0,255.0,Flyweight Bout
