,Fighter Name,Age,Height,Reach,Overall Record,Record in Last 5,Sig. Strikes Landed/min,Striking Accuracy (%),Sig. Strikes Absorbed/min,Striking Defense (%),Differential/min (+/-),Takedown Avg/15min,Takedown Accuracy (%),Takedown Defense (%),Sub Attempt Avg/15min,# of Fights,KO Win %,Sub Win %,Dec Win %,Finish Rate,KO Wins,KO Losses,Sub Wins,Sub Losses,Dec Wins,Dec Losses,DQ Wins,DQ Losses,Odds,Category
526,Cody Durden,32,67,67.0,16-04-0,04-01,3.13,0.49,2.94,0.52,0.19,5.41,0.5,0.8,0.4,21,0.29,0.24,0.24,0.5238,6,0,5,3,5,1,0,0,145.0,Flyweight Bout
527,Shannon Ross,34,66,66.0,13-08-0,01-04,6.58,0.38,8.93,0.52,-2.35,0.0,0.0,1.0,0.0,21,0.33,0.05,0.24,0.381,7,4,1,1,5,3,0,0,375.0,Flyweight Bout
528,Talita Alencar,33,61,58.5,4-0-1,4-0-1,2.33,0.38,5.8,0.42,-3.47,4.0,0.16,0.0,0.0,5,0.0,0.6,0.2,0.6,0,0,3,0,1,0,0,0,135.0,Flyweight Bout
529,Rafael Estevam,27,68,69.0,11-0-0,5-0,6.47,0.8,0.4,0.5,6.07,4.04,0.5,0.0,0.0,11,0.36,0.27,0.36,0.6364,4,0,3,0,4,0,0,0,155.0,Flyweight Bout
530,Caio Machado,29,76,78.0,08-02-0,04-01,6.57,0.64,1.87,0.64,4.7,0.0,0.0,0.82,0.0,11,0.3636,0.1818,0.1818,0.5455,4,0,2,0,2,2,0,0,-113.0,Heavyweight Bout
531,Caio Machado,29,76,78.0,08-01-0,5-0,8.07,0.69,1.13,0.71,6.94,0.0,0.0,1.0,0.0,10,0.4,0.2,0.2,0.6,4,0,2,0,2,1,0,0,-113.0,Heavyweight Bout
532,Caio Machado,29,76,78.0,08-02-0,04-01,6.57,0.64,1.87,0.64,4.7,0.0,0.0,0.82,0.0,11,0.3636,0.1818,0.1818,0.5455,4,0,2,0,2,2,0,0,-285.0,Heavyweight Bout
533,Caio Machado,29,76,78.0,08-01-0,5-0,8.07,0.69,1.13,0.71,6.94,0.0,0.0,1.0,0.0,10,0.4,0.2,0.2,0.6,4,0,2,0,2,1,0,0,-285.0,Heavyweight Bout
534,Shamil Gaziev,34,76,78.0,12-0-0,5-0,6.19,0.51,0.93,0.6,5.26,0.0,0.0,1.0,1.8,12,0.67,0.25,0.08,0.9167000000000001,8,0,3,0,1,0,0,0,-160.0,Heavyweight Bout
535,Shamil Gaziev,33,76,78.5,11-0-0,5-0,1.52,1.0,0.0,0.0,1.52,0.0,0.0,0.0,5.7,11,0.64,0.27,0.09,0.9091,7,0,3,0,1,0,0,0,-160.0,Heavyweight Bout
536,Shamil Gaziev,34,76,78.0,12-0-0,5-0,6.19,0.51,0.93,0.6,5.26,0.0,0.0,1.0,1.8,12,0.67,0.25,0.08,0.9167000000000001,8,0,3,0,1,0,0,0,123.0,Heavyweight Bout
537,Shamil Gaziev,33,76,78.5,11-0-0,5-0,1.52,1.0,0.0,0.0,1.52,0.0,0.0,0.0,5.7,11,0.64,0.27,0.09,0.9091,7,0,3,0,1,0,0,0,123.0,Heavyweight Bout
538,Jamal Pogues,28,75,77.0,10-04-0,03-02,3.12,0.42,4.25,0.52,-1.13,3.0,0.48,0.66,0.0,14,0.29,0.07,0.36,0.35710000000000003,4,1,1,2,5,1,0,0,145.0,Heavyweight Bout
539,Jhonata Diniz,32,76,79.0,6-0-0,5-0,7.69,0.42,7.38,0.36,0.31,0.0,0.0,1.0,0.0,6,1.0,0.0,0.0,1.0,6,0,0,0,0,0,0,0,-240.0,Heavyweight Bout
540,Justin Tafa,30,72,74.0,07-03-0,3-1 (1 NC),5.13,0.55,5.93,0.49,-0.8,0.0,0.0,1.0,0.0,11,0.6364,0.0,0.0,0.6364,7,1,0,0,0,2,0,0,155.0,Heavyweight Bout
541,Justin Tafa,30,72,74.0,07-03-0,3-1 (1 NC),5.13,0.55,5.93,0.49,-0.8,0.0,0.0,1.0,0.0,10,0.7,0.0,0.0,0.7,7,1,0,0,0,2,0,0,155.0,Heavyweight Bout
542,Justin Tafa,30,72,74.0,07-03-0,3-1 (1 NC),5.13,0.55,5.93,0.49,-0.8,0.0,0.0,1.0,0.0,11,0.6364,0.0,0.0,0.6364,7,1,0,0,0,2,0,0,120.0,Heavyweight Bout
543,Justin Tafa,30,72,74.0,07-03-0,3-1 (1 NC),5.13,0.55,5.93,0.49,-0.8,0.0,0.0,1.0,0.0,10,0.7,0.0,0.0,0.7,7,1,0,0,0,2,0,0,120.0,Heavyweight Bout
544,Marcin Tybura,38,75,78.0,24-08-0,03-02,3.55,0.48,3.35,0.55,0.2,1.39,0.33,0.79,0.1,32,0.28,0.19,0.28,0.46880000000000005,9,5,6,0,9,3,0,0,105.0,Heavyweight Bout
545,Josh Parisian,34,76,79.0,15-07-0,02-03,4.54,0.48,4.81,0.41,-0.27,0.99,0.33,0.46,0.2,22,0.5,0.0909,0.0909,0.5909,11,2,2,2,2,3,0,0,-575.0,Heavyweight Bout
546,Bogdan Guskov,31,75,76.0,15-03-0,04-01,2.43,0.33,5.81,0.4,-3.38,0.0,0.0,0.66,0.0,18,0.7222,0.11109999999999999,0.0,0.8332999999999999,13,1,2,1,0,1,0,0,170.0,Light Heavyweight Bout
547,Bogdan Guskov,31,75,76.0,14-03-0,04-01,2.12,0.32,6.9,0.43,-4.78,0.0,0.0,0.0,0.0,17,0.7059000000000001,0.1176,0.0,0.8234999999999999,12,1,2,1,0,1,0,0,170.0,Light Heavyweight Bout
548,Bogdan Guskov,31,75,76.0,15-03-0,04-01,2.43,0.33,5.81,0.4,-3.38,0.0,0.0,0.66,0.0,18,0.7222,0.11109999999999999,0.0,0.8332999999999999,13,1,2,1,0,1,0,0,115.0,Light Heavyweight Bout
549,Bogdan Guskov,31,75,76.0,14-03-0,04-01,2.12,0.32,6.9,0.43,-4.78,0.0,0.0,0.0,0.0,17,0.7059000000000001,0.1176,0.0,0.8234999999999999,12,1,2,1,0,1,0,0,115.0,Light Heavyweight Bout
550,Kennedy Nzechukwu,31,77,83.0,12-04-0,03-02,4.86,0.46,4.27,0.51,0.59,0.68,0.5,0.8,0.3,16,0.5,0.06,0.19,0.5625,8,2,1,1,3,1,0,0,-510.0,Light Heavyweight Bout
551,Philipe Lins,38,74,78.0,17-05-0,02-03,3.59,0.46,3.73,0.44,-0.14,1.55,0.35,1.0,0.0,22,0.40909999999999996,0.1818,0.1818,0.5909,9,4,4,0,4,1,0,0,125.0,Light Heavyweight Bout
552,Khalil Rountree Jr.,33,73,76.5,12-05-0,04-01,3.73,0.38,4.16,0.5,-0.43,0.0,0.0,0.56,0.1,17,0.47,0.0,0.24,0.4706,8,2,0,1,4,2,0,0,-240.0,Light Heavyweight Bout
553,Ihor Potieria,27,75,75.0,21-05-0,02-03,5.19,0.5,5.01,0.51,0.18,0.0,0.0,0.57,0.0,25,0.36,0.24,0.2,0.6,9,4,6,0,5,1,0,0,300.0,Light Heavyweight Bout
554,Ihor Potieria,27,75,75.0,20-05-0,02-03,5.59,0.56,6.56,0.41,-0.97,0.0,0.0,0.57,0.0,25,0.36,0.28,0.16,0.64,9,4,7,0,4,1,0,0,300.0,Light Heavyweight Bout
555,Ihor Potieria,27,75,75.0,20-04-0,03-02,4.44,0.56,5.52,0.42,-1.08,0.0,0.0,0.33,0.0,24,0.38,0.29,0.17,0.6667000000000001,9,3,7,0,4,1,0,0,300.0,Light Heavyweight Bout
556,Ihor Potieria,27,75,75.0,21-05-0,02-03,5.19,0.5,5.01,0.51,0.18,0.0,0.0,0.57,0.0,25,0.36,0.24,0.2,0.6,9,4,6,0,5,1,0,0,425.0,Middleweight Bout
557,Ihor Potieria,27,75,75.0,20-05-0,02-03,5.59,0.56,6.56,0.41,-0.97,0.0,0.0,0.57,0.0,25,0.36,0.28,0.16,0.64,9,4,7,0,4,1,0,0,425.0,Middleweight Bout
558,Ihor Potieria,27,75,75.0,20-04-0,03-02,4.44,0.56,5.52,0.42,-1.08,0.0,0.0,0.33,0.0,24,0.38,0.29,0.17,0.6667000000000001,9,3,7,0,4,1,0,0,425.0,Middleweight Bout
559,Ihor Potieria,27,75,75.0,21-05-0,02-03,5.19,0.5,5.01,0.51,0.18,0.0,0.0,0.57,0.0,25,0.36,0.24,0.2,0.6,9,4,6,0,5,1,0,0,165.0,Middleweight Bout
560,Ihor Potieria,27,75,75.0,20-05-0,02-03,5.59,0.56,6.56,0.41,-0.97,0.0,0.0,0.57,0.0,25,0.36,0.28,0.16,0.64,9,4,7,0,4,1,0,0,165.0,Middleweight Bout
561,Ihor Potieria,27,75,75.0,20-04-0,03-02,4.44,0.56,5.52,0.42,-1.08,0.0,0.0,0.33,0.0,24,0.38,0.29,0.17,0.6667000000000001,9,3,7,0,4,1,0,0,165.0,Middleweight Bout
562,Carlos Ulberg,33,76,77.0,10-01-0,5-0,7.29,0.59,3.59,0.52,3.7,0.95,0.75,0.75,0.3,11,0.5455,0.1818,0.1818,0.7273000000000001,6,1,2,0,2,0,0,0,-254.0,Light Heavyweight Bout
563,Aleksandar Rakic,32,76,78.0,14-03-0,03-02,4.01,0.5,2.3,0.53,1.71,0.82,0.25,0.9,0.2,17,0.5294,0.0588,0.2353,0.5882000000000001,9,1,1,1,4,1,0,0,-123.0,Light Heavyweight Bout
564,Anton Turkalj,27,76,78.0,08-03-0,02-03,1.72,0.53,2.48,0.49,-0.76,6.55,0.51,0.16,0.0,11,0.4545,0.1818,0.0909,0.6364,5,1,2,1,1,1,0,0,110.0,Light Heavyweight Bout
565,Tyson Pedro,32,75,79.0,10-04-0,03-02,3.11,0.61,2.53,0.54,0.58,0.94,0.36,0.52,0.9,14,0.36,0.36,0.0,0.7143,5,1,5,1,0,2,0,0,269.0,Light Heavyweight Bout
566,Brendson Ribeiro,27,75,81.0,15-05-0,03-02,8.46,0.46,5.29,0.64,3.17,0.0,0.0,0.0,0.0,20,0.45,0.3,0.0,0.75,9,2,6,2,0,1,0,0,101.0,Light Heavyweight Bout
567,Marcin Prachnio,35,75,74.0,16-07-0,03-02,5.39,0.55,3.25,0.53,2.14,0.0,0.0,0.54,0.0,23,0.4783,0.0435,0.1739,0.5217,11,4,1,1,4,2,0,0,180.0,Light Heavyweight Bout
568,Johnny Walker,31,78,72.0,21-7 (1 NC),3-1 (1 NC),3.87,0.56,2.64,0.45,1.23,0.5,1.0,0.57,1.0,28,0.57,0.11,0.07,0.6786,16,4,3,1,2,2,0,0,375.0,Light Heavyweight Bout
569,Karol Rosa,28,65,67.5,17-05-0,03-02,5.43,0.55,4.17,0.48,1.26,1.38,0.47,0.68,0.0,22,0.18,0.09,0.5,0.2727,4,0,2,2,11,3,0,0,185.0,Light Heavyweight Bout
570,Viacheslav Borshchev,32,71,69.0,07-03-0,02-02-2001,5.82,0.58,4.07,0.56,1.75,0.0,0.0,0.36,0.0,11,0.5455,0.0,0.0909,0.5455,6,0,0,0,1,3,0,0,-130.0,Lightweight Bout
571,Viacheslav Borshchev,31,71,69.0,07-03-0,03-02,4.63,0.57,3.44,0.56,1.19,0.0,0.0,0.35,0.0,10,0.6,0.0,0.1,0.6,6,0,0,0,1,3,0,0,-130.0,Lightweight Bout
572,Viacheslav Borshchev,32,71,69.0,07-03-0,02-02-2001,5.82,0.58,4.07,0.56,1.75,0.0,0.0,0.36,0.0,11,0.5455,0.0,0.0909,0.5455,6,0,0,0,1,3,0,0,-150.0,Lightweight Bout
573,Viacheslav Borshchev,31,71,69.0,07-03-0,03-02,4.63,0.57,3.44,0.56,1.19,0.0,0.0,0.35,0.0,10,0.6,0.0,0.1,0.6,6,0,0,0,1,3,0,0,-150.0,Lightweight Bout
574,Esteban Ribovics,28,70,69.0,12-01-0,04-01,6.16,0.52,3.4,0.52,2.76,0.95,0.66,0.6,0.5,13,0.46149999999999997,0.3846,0.07690000000000001,0.8462000000000001,6,0,5,0,1,1,0,0,-168.0,Lightweight Bout
575,Chris Padilla,28,69,74.0,13-06-0,04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,0.36840000000000006,0.21050000000000002,0.10529999999999999,0.5789,7,1,4,2,2,3,0,0,285.0,Lightweight Bout
576,Maheshate,24,72,71.0,09-03-0,03-02,2.91,0.26,4.86,0.49,-1.95,0.0,0.0,0.45,0.0,12,0.3333,0.0833,0.3333,0.4167,4,1,1,0,4,2,0,0,-192.0,Lightweight Bout
577,Arman Tsarukyan,27,67,72.0,21-03-0,04-01,3.85,0.48,1.91,0.54,1.94,3.4,0.36,0.75,0.0,24,0.375,0.20829999999999999,0.2917,0.5832999999999999,9,1,5,0,7,2,0,0,-225.0,Lightweight Bout
578,Arman Tsarukyan,27,67,72.5,20-03-0,04-01,3.82,0.48,1.91,0.54,1.91,3.43,0.36,0.75,0.0,23,0.35,0.22,0.3,0.5652,8,1,5,0,7,2,0,0,-225.0,Lightweight Bout
579,Arman Tsarukyan,27,67,72.0,21-03-0,04-01,3.85,0.48,1.91,0.54,1.94,3.4,0.36,0.75,0.0,24,0.375,0.20829999999999999,0.2917,0.5832999999999999,9,1,5,0,7,2,0,0,-300.0,Lightweight Bout
580,Arman Tsarukyan,27,67,72.5,20-03-0,04-01,3.82,0.48,1.91,0.54,1.91,3.43,0.36,0.75,0.0,23,0.35,0.22,0.3,0.5652,8,1,5,0,7,2,0,0,-300.0,Lightweight Bout
581,Lukasz Brzeski,31,76,78.0,08-04-0,1-3 (1 NC),5.08,0.48,3.46,0.57,1.62,0.64,0.5,0.42,0.6,14,0.4286,0.07139999999999999,0.07139999999999999,0.5,6,2,1,0,1,2,0,0,250.0,Lightweight Bout
582,Loik Radzhabov,28,68,69.0,15-03-0,5-0,2.61,0.42,5.31,0.46,-2.7,7.3,0.52,0.5,0.0,23,0.3,0.22,0.22,0.5217,7,1,5,0,5,4,0,0,157.0,Lightweight Bout
583,Tom Nolan,23,75,76.0,6-0,5-0,9.4,0.54,1.45,0.5,7.95,0.0,0.0,0.0,0.0,6,0.67,0.0,0.33,0.6667000000000001,4,0,0,0,2,0,0,0,-330.0,Lightweight Bout
584,Allan Nascimento,32,68,69.5,20-06-0,03-02,3.21,0.61,2.28,0.5,0.93,1.55,0.26,0.16,0.9,26,0.04,0.58,0.15,0.6154,1,0,15,0,4,6,0,0,-325.0,Lightweight Bout
585,Joe Solecki,30,69,70.5,13-03-0,04-01,2.24,0.55,1.53,0.52,0.71,2.51,0.5,0.5,1.6,16,0.06,0.5,0.25,0.5625,1,1,8,0,4,2,0,0,105.0,Lightweight Bout
586,Jordan Leavitt,28,69,71.0,11-02-0,03-02,2.64,0.6,1.93,0.56,0.71,2.31,0.26,0.3,1.2,13,0.15,0.46,0.23,0.6154,2,0,6,1,3,1,0,0,-180.0,Lightweight Bout
587,Myktybek Orolbai,26,70,74.0,12-01-0,5-0,0.87,0.4,1.52,0.48,-0.65,11.41,0.7,0.0,1.6,14,0.4286,0.35710000000000003,0.07139999999999999,0.7857,6,0,5,0,1,1,0,0,-265.0,Lightweight Bout
588,Vinc Pichel,41,70,72.0,14-03-0,03-02,3.56,0.47,2.5,0.58,1.06,3.0,0.54,0.23,0.2,17,0.4706,0.0,0.3529,0.4706,8,1,0,1,6,1,0,0,400.0,Lightweight Bout
589,Michal Figlak,27,70,70.0,08-01-0,04-01,1.87,0.29,4.0,0.44,-2.13,1.0,0.2,0.57,0.0,9,0.44439999999999996,0.0,0.44439999999999996,0.44439999999999996,4,0,0,0,4,1,0,0,-170.0,Lightweight Bout
590,Max Holloway,32,71,69.0,25-07-0,04-01,7.17,0.47,4.75,0.59,2.42,0.27,0.53,0.84,0.3,32,0.34380000000000005,0.0625,0.375,0.40619999999999995,11,0,2,1,12,6,0,0,150.0,Lightweight Bout
591,Christos Giagos,34,70,71.0,20-11-0,02-03,2.98,0.42,2.95,0.51,0.03,2.93,0.37,0.52,0.4,31,0.2581,0.129,0.2581,0.3871,8,2,4,6,8,3,0,0,270.0,Lightweight Bout
592,Mike Davis,31,72,72.0,10-02-0,04-01,5.83,0.52,6.2,0.56,-0.37,3.04,0.53,0.69,0.2,12,0.58,0.08,0.17,0.6667000000000001,7,0,1,1,2,1,0,0,-315.0,Lightweight Bout
593,Cory McKenna,24,63,58.0,08-02-0,04-01,3.01,0.4,3.22,0.48,-0.21,2.04,0.56,0.71,0.5,10,0.2,0.2,0.4,0.4,2,0,2,0,4,2,0,0,-129.0,Lightweight Bout
594,Benoit Saint Denis,28,71,73.0,13-01-0,5-0,5.53,0.52,5.2,0.44,0.33,4.55,0.36,0.66,1.4,15,0.2667,0.6,0.0,0.8667,4,0,9,0,0,1,0,0,-200.0,Lightweight Bout
595,Benoit Saint Denis,27,71,73.0,12-01-0,04-01,5.59,0.52,5.27,0.44,0.32,4.72,0.36,0.8,1.4,13,0.23,0.69,0.0,0.9231,3,0,9,0,0,1,0,0,-200.0,Lightweight Bout
596,Benoit Saint Denis,28,71,73.0,13-01-0,5-0,5.53,0.52,5.2,0.44,0.33,4.55,0.36,0.66,1.4,15,0.2667,0.6,0.0,0.8667,4,0,9,0,0,1,0,0,186.0,Lightweight Bout
597,Benoit Saint Denis,27,71,73.0,12-01-0,04-01,5.59,0.52,5.27,0.44,0.32,4.72,0.36,0.8,1.4,13,0.23,0.69,0.0,0.9231,3,0,9,0,0,1,0,0,186.0,Lightweight Bout
598,Rafael Dos Anjos,39,68,70.0,32-15-0,03-02,3.52,0.47,3.19,0.6,0.33,2.01,0.35,0.56,0.6,47,0.10640000000000001,0.23399999999999999,0.3404,0.3404,5,3,11,1,16,11,0,0,355.0,Lightweight Bout
599,AJ Cunningham,29,70,71.0,11-03-0,04-01,7.58,0.24,11.32,0.54,-3.74,0.0,0.0,0.0,0.0,14,0.29,0.29,0.21,0.5714,4,1,4,0,3,2,0,0,575.0,Lightweight Bout
600,Francisco Prado,21,71,69.0,12-01-0,04-01,3.46,0.5,3.83,0.46,-0.37,0.0,0.0,0.25,0.8,13,0.46,0.46,0.0,0.9231,6,0,6,0,0,1,0,0,220.0,Lightweight Bout
601,Chris Duncan,30,70,71.5,11-01-0,04-01,5.08,0.46,3.74,0.49,1.34,3.63,0.39,1.0,0.0,12,0.58,0.08,0.25,0.6667000000000001,7,1,1,0,3,0,0,0,145.0,Lightweight Bout
602,Fares Ziam,26,73,75.0,14-04-0,04-01,2.82,0.47,2.01,0.65,0.81,0.97,0.23,0.75,0.0,18,0.22,0.28,0.28,0.5,4,0,5,3,5,1,0,0,-220.0,Lightweight Bout
603,Darrius Flowers,29,69,71.0,12-06-0,04-01,4.19,0.56,7.02,0.4,-2.83,1.7,0.33,1.0,0.0,19,0.4211,0.0526,0.15789999999999998,0.47369999999999995,8,1,1,5,3,0,0,0,101.0,Lightweight Bout
604,Bolaji Oki,28,70,73.0,08-01-0,5-0,11.57,0.53,4.34,0.62,7.23,0.0,0.0,0.0,0.0,9,0.5556,0.11109999999999999,0.22219999999999998,0.6667000000000001,5,0,1,0,2,1,0,0,-285.0,Lightweight Bout
605,Landon Quinones,28,69,70.0,07-02-0,04-01,9.87,0.41,11.4,0.54,-1.53,0.0,0.0,1.0,0.0,10,0.5,0.1,0.1,0.6,5,0,1,0,1,2,0,0,122.0,Lightweight Bout
606,Paddy Pimblett,28,70,73.0,20-03-0,5-0,4.19,0.46,3.48,0.41,0.71,0.97,0.25,0.56,2.4,23,0.22,0.43,0.22,0.6522,5,0,10,1,5,2,0,0,-286.0,Lightweight Bout
607,Stephanie Egger,35,66,68.0,08-04-0,03-02,1.93,0.53,2.08,0.53,-0.15,3.04,0.4,0.5,0.8,12,0.25,0.33,0.08,0.5832999999999999,3,0,4,2,1,2,0,0,148.0,Lightweight Bout
608,Dustin Stoltzfus,32,72,75.0,14-05-0,01-04,2.96,0.41,3.28,0.46,-0.32,1.76,0.35,0.46,0.5,19,0.11,0.26,0.32,0.36840000000000006,2,1,5,2,6,2,1,0,260.0,Lightweight Bout
609,Roosevelt Roberts,29,74,73.0,12-03-0,2-2 (1 NC),3.14,0.44,3.12,0.53,0.02,1.44,0.29,0.58,0.9,15,0.27,0.33,0.2,0.6,4,1,5,1,3,1,0,0,-650.0,Lightweight Bout
610,Mark Madsen,39,68,72.0,12-01-0,04-01,3.24,0.47,3.67,0.53,-0.43,3.09,0.66,0.62,0.0,13,0.23,0.23,0.46,0.46149999999999997,3,0,3,1,6,0,0,0,-220.0,Lightweight Bout
611,Bruno Silva,34,72,74.0,23-10-0,01-04,4.43,0.51,5.33,0.43,-0.9,1.09,0.27,0.73,0.0,33,0.6061,0.0,0.0909,0.6061,20,0,0,7,3,2,0,1,-270.0,Middleweight Bout
612,Jacob Malkoun,28,69,73.0,07-03-0,03-02,3.89,0.56,2.49,0.5,1.4,7.2,0.44,0.0,0.5,10,0.2,0.0,0.5,0.2,2,1,0,0,5,1,0,1,-234.0,Middleweight Bout
613,Marc-Andre Barriault,33,73,74.0,16-06-0,03-02,5.95,0.47,5.22,0.53,0.73,0.24,0.25,0.67,0.1,22,0.45,0.05,0.23,0.5,10,1,1,1,5,4,0,0,145.0,Middleweight Bout
614,Brunno Ferreira,31,70,72.0,10-01-0,04-01,5.79,0.53,5.22,0.47,0.57,0.0,0.0,0.5,0.0,11,0.64,0.27,0.0,0.9091,7,1,3,0,0,0,0,0,-125.0,Middleweight Bout
615,Cody Brundage,29,72,72.0,10-05-0,02-03,1.8,0.55,2.51,0.43,-0.71,2.69,0.52,0.73,1.1,15,0.3333,0.2,0.0667,0.5333,5,2,3,1,1,2,1,0,1100.0,Middleweight Bout
616,Cody Brundage,29,72,72.0,09-05-0,02-03,1.69,0.54,2.52,0.43,-0.83,2.51,0.5,0.73,1.1,14,0.29,0.21,0.07,0.5,4,2,3,1,1,2,1,0,1100.0,Middleweight Bout
617,Cody Brundage,29,72,72.0,10-05-0,02-03,1.8,0.55,2.51,0.43,-0.71,2.69,0.52,0.73,1.1,15,0.3333,0.2,0.0667,0.5333,5,2,3,1,1,2,1,0,-230.0,Middleweight Bout
618,Cody Brundage,29,72,72.0,09-05-0,02-03,1.69,0.54,2.52,0.43,-0.83,2.51,0.5,0.73,1.1,14,0.29,0.21,0.07,0.5,4,2,3,1,1,2,1,0,-230.0,Middleweight Bout
619,Cesar Almeida,36,73,74.0,4-0-0,4-0,4.73,0.61,1.87,0.48,2.86,0.0,0.0,0.7,0.0,4,0.75,0.0,0.25,0.75,3,0,0,0,1,0,0,0,120.0,Middleweight Bout
620,Sedriques Dumas,28,74,79.0,09-01-0,04-01,1.88,0.49,2.01,0.56,-0.13,0.77,0.5,0.4,0.4,10,0.4,0.2,0.3,0.6,4,0,2,1,3,0,0,0,210.0,Middleweight Bout
621,AJ Dobson,32,73,76.0,07-02-0,03-02,4.38,0.47,5.25,0.47,-0.87,1.82,0.75,0.64,0.3,10,0.3,0.2,0.2,0.5,3,0,2,0,2,2,0,0,160.0,Middleweight Bout
622,Bryan Barberena,34,72,72.0,18-11-0,02-03,5.53,0.48,4.74,0.44,0.79,0.14,0.22,0.49,0.3,29,0.38,0.07,0.17,0.4483,11,2,2,3,5,6,0,0,203.0,Middleweight Bout
623,Michal Oleksiejczuk,29,72,74.0,19-06-0,03-02,5.12,0.5,4.17,0.62,0.95,0.76,0.44,0.48,0.0,26,0.5385,0.0385,0.15380000000000002,0.5769,14,1,1,4,4,1,0,0,251.0,Middleweight Bout
624,Jamie Pickett,35,74,80.0,13-10-0,01-04,2.84,0.48,3.92,0.49,-1.08,1.44,0.4,0.69,0.1,23,0.35,0.04,0.17,0.39130000000000004,8,2,1,4,4,4,0,0,350.0,Middleweight Bout
625,Claudio Ribeiro,31,73,77.0,11-04-0,03-02,4.65,0.57,3.34,0.31,1.31,0.76,0.5,0.75,0.0,15,0.73,0.0,0.0,0.7333,11,2,0,1,0,1,0,0,250.0,Middleweight Bout
626,Paulo Costa,32,73,72.0,14-02-0,03-02,6.5,0.6,6.38,0.47,0.12,0.53,0.75,0.79,0.0,16,0.69,0.06,0.13,0.75,11,1,1,0,2,1,0,0,190.0,Middleweight Bout
627,Roman Kopylov,32,72,75.0,12-02-0,04-01,4.72,0.53,4.11,0.6,0.61,0.47,0.5,0.92,0.0,14,0.79,0.0,0.07,0.7857,11,0,0,1,1,1,0,0,180.0,Middleweight Bout
628,Gregory Rodrigues,31,75,75.0,14-05-0,03-02,5.99,0.55,5.67,0.51,0.32,2.4,0.5,1.0,0.5,19,0.4211,0.21050000000000002,0.10529999999999999,0.6315999999999999,8,3,4,0,2,2,0,0,-230.0,Middleweight Bout
629,Armen Petrosyan,33,75,71.0,08-02-0,04-01,5.97,0.52,3.03,0.56,2.94,0.23,0.33,0.36,0.0,10,0.5,0.0,0.3,0.5,5,1,0,0,3,1,0,0,-101.0,Middleweight Bout
630,Roman Dolidze,35,74,76.0,12-02-0,04-01,3.02,0.44,3.01,0.55,0.01,1.72,0.5,0.33,1.7,14,0.5,0.21,0.14,0.7143,7,0,3,0,2,2,0,0,139.0,Middleweight Bout
631,Andre Muniz,33,73,78.0,23-06-0,03-02,2.17,0.5,2.03,0.53,0.14,2.97,0.4,0.35,1.5,29,0.14,0.52,0.14,0.6552,4,5,15,1,4,0,0,0,155.0,Middleweight Bout
632,Marlon Vera,31,68,70.0,23-08-0,04-01,4.37,0.5,5.16,0.51,-0.79,0.58,0.39,0.7,0.9,32,0.25,0.3125,0.1562,0.5625,8,0,10,0,5,8,0,0,235.0,UFC Bantamweight Title Bout
633,Ilia Topuria,27,67,69.0,14-0-0,5-0,4.44,0.46,3.05,0.67,1.39,2.19,0.56,0.92,1.5,14,0.29,0.57,0.14,0.8571,4,0,8,0,2,0,0,0,112.0,UFC Featherweight Title Bout
634,Tom Aspinall,30,77,78.0,13-03-0,04-01,7.65,0.66,2.9,0.65,4.75,3.7,1.0,1.0,1.9,16,0.56,0.25,0.0,0.8125,9,1,4,1,0,0,0,1,-119.0,UFC Interim Heavyweight Title Bout
635,Jamahal Hill,32,76,79.0,12-01-0,04-01,7.31,0.54,3.35,0.47,3.96,0.0,0.0,0.73,0.0,14,0.5,0.0,0.35710000000000003,0.5,7,1,0,0,5,0,0,0,110.0,UFC Light Heavyweight Title Bout
636,Dricus Du Plessis,30,73,76.0,20-02-0,5-0,6.95,0.55,3.79,0.53,3.16,2.72,0.5,0.4,1.1,22,0.41,0.45,0.05,0.8636,9,1,10,1,1,0,0,0,125.0,UFC Middleweight Title Bout
637,Colby Covington,35,71,72.0,17-03-0,03-02,4.1,0.39,3.05,0.55,1.05,4.05,0.45,0.72,0.2,20,0.1,0.3,0.45,0.4,2,1,6,1,9,1,0,0,139.0,UFC Welterweight Title Bout
638,Mayra Bueno Silva,32,66,66.5,10-02-0,3-1 (1 NC),4.16,0.54,4.71,0.57,-0.55,0.35,0.5,0.68,1.6,13,0.08,0.54,0.15,0.6154,1,0,7,0,2,2,0,0,-160.0,UFC Women's Bantamweight Title Bout
639,Yan Xiaonan,34,65,63.0,17-03-0,03-02,5.55,0.44,3.56,0.61,1.99,0.86,0.66,0.7,0.0,21,0.381,0.0,0.4286,0.381,8,1,0,1,9,1,0,0,375.0,UFC Women's Strawweight Title Bout
640,Trey Waters,29,77,77.0,08-01-0,04-01,6.45,0.45,3.95,0.61,2.5,0.78,0.5,0.77,0.8,9,0.3333,0.3333,0.22219999999999998,0.6667000000000001,3,0,3,1,2,0,0,0,-155.0,Welterweight Bout
641,Jeremiah Wells,37,69,74.0,12-03-0,04-01,2.52,0.45,1.14,0.47,1.38,3.89,0.43,1.0,1.2,16,0.3125,0.25,0.1875,0.5625,5,0,4,1,3,2,0,0,-170.0,Welterweight Bout
