,Fighter Name,Age,Height,Reach,Overall Record,Record in Last 5,Sig. Strikes Landed/min,Striking Accuracy (%),Sig. Strikes Absorbed/min,Striking Defense (%),Differential/min (+/-),Takedown Avg/15min,Takedown Accuracy (%),Takedown Defense (%),Sub Attempt Avg/15min,# of Fights,KO Win %,Sub Win %,Dec Win %,Finish Rate,KO Wins,KO Losses,Sub Wins,Sub Losses,Dec Wins,Dec Losses,DQ Wins,DQ Losses,Odds,Category
294,Michel Pereira,30,73,73.0,30-11-0,5-0,5.15,0.54,3.71,0.58,1.44,1.55,0.55,0.94,0.7,43,0.25579999999999997,0.18600000000000003,0.25579999999999997,0.44189999999999996,11,1,8,1,11,8,0,1,125.0,Middleweight Bout
295,Michel Pereira,30,73,73.0,29-11-0,5-0,5.09,0.53,3.74,0.58,1.35,1.56,0.55,0.94,0.6,42,0.2619,0.16670000000000001,0.2619,0.4286,11,1,7,1,11,8,0,1,125.0,Middleweight Bout
296,Paul Craig,36,75,76.0,17-07-0,02-03,2.42,0.46,2.86,0.45,-0.44,1.76,0.22,0.37,1.6,25,0.16,0.52,0.0,0.68,4,4,13,2,0,1,0,0,425.0,Middleweight Bout
297,Paul Craig,35,75,76.0,17-06-0,03-02,2.57,0.46,2.85,0.46,-0.28,1.91,0.23,0.42,1.7,24,0.17,0.54,0.0,0.7082999999999999,4,4,13,1,0,1,0,0,425.0,Middleweight Bout
298,Paul Craig,36,75,76.0,17-07-0,02-03,2.42,0.46,2.86,0.45,-0.44,1.76,0.22,0.37,1.6,25,0.16,0.52,0.0,0.68,4,4,13,2,0,1,0,0,440.0,Middleweight Bout
299,Paul Craig,35,75,76.0,17-06-0,03-02,2.57,0.46,2.85,0.46,-0.28,1.91,0.23,0.42,1.7,24,0.17,0.54,0.0,0.7082999999999999,4,4,13,1,0,1,0,0,440.0,Middleweight Bout
300,Bo Nickal,28,73,76.0,5-0-0,5-0,2.76,0.62,0.55,0.75,2.21,11.04,0.5,0.0,13.8,5,0.4,0.6,0.0,1.0,2,0,3,0,0,0,0,0,-2300.0,Middleweight Bout
301,Brendan Allen,28,74,75.0,23-05-0,5-0,3.87,0.54,3.6,0.46,0.27,1.36,0.47,0.58,1.7,28,0.17859999999999998,0.5,0.1429,0.6786,5,2,14,1,4,2,0,0,-212.0,Middleweight Bout
302,Brendan Allen,27,74,75.0,22-05-0,5-0,3.96,0.53,3.89,0.46,0.07,1.22,0.42,0.55,1.6,27,0.19,0.48,0.15,0.6667000000000001,5,2,13,1,4,2,0,0,-212.0,Middleweight Bout
303,Brendan Allen,28,74,75.0,23-05-0,5-0,3.87,0.54,3.6,0.46,0.27,1.36,0.47,0.58,1.7,28,0.17859999999999998,0.5,0.1429,0.6786,5,2,14,1,4,2,0,0,-440.0,Middleweight Bout
304,Brendan Allen,27,74,75.0,22-05-0,5-0,3.96,0.53,3.89,0.46,0.07,1.22,0.42,0.55,1.6,27,0.19,0.48,0.15,0.6667000000000001,5,2,13,1,4,2,0,0,-440.0,Middleweight Bout
305,Dylan Budka,24,72,75.0,07-02-0,04-01,1.47,0.66,0.73,0.52,0.74,2.0,0.28,1.0,1.0,9,0.11109999999999999,0.22219999999999998,0.44439999999999996,0.3333,1,0,2,1,4,1,0,0,-140.0,Middleweight Bout
306,Nursulton Ruziboev,30,77,76.0,34-8-2,5-0,3.93,0.43,0.87,0.8,3.06,3.27,1.0,0.0,0.0,46,0.2609,0.43479999999999996,0.0435,0.6957,12,1,20,1,2,6,0,0,-250.0,Middleweight Bout
307,Nursulton Ruziboev,30,77,76.0,33-8-2,5-0,4.68,0.66,2.34,0.4,2.34,11.69,1.0,0.0,0.0,47,0.2766,0.4255,0.0426,0.7021,13,1,20,1,2,6,0,0,-250.0,Middleweight Bout
308,Nursulton Ruziboev,30,77,76.0,34-8-2,5-0,3.93,0.43,0.87,0.8,3.06,3.27,1.0,0.0,0.0,46,0.2609,0.43479999999999996,0.0435,0.6957,12,1,20,1,2,6,0,0,136.0,Welterweight Bout
309,Nursulton Ruziboev,30,77,76.0,33-8-2,5-0,4.68,0.66,2.34,0.4,2.34,11.69,1.0,0.0,0.0,47,0.2766,0.4255,0.0426,0.7021,13,1,20,1,2,6,0,0,136.0,Welterweight Bout
310,Edmen Shahbazyan,26,74,75.0,12-04-0,01-04,3.46,0.51,4.13,0.43,-0.67,2.17,0.39,0.63,0.6,16,0.625,0.0625,0.0625,0.6875,10,3,1,0,1,1,0,0,-185.0,Middleweight Bout
311,Gerald Meerschaert,36,73,77.0,35-17-0,02-03,3.3,0.44,3.5,0.53,-0.2,2.01,0.37,0.34,1.5,52,0.12,0.52,0.04,0.6346,6,4,27,8,2,5,0,0,-238.0,Middleweight Bout
312,Eryk Anders,36,73,75.0,15-08-0,02-03,3.56,0.47,4.39,0.5,-0.83,1.54,0.24,0.79,0.1,23,0.39,0.04,0.22,0.43479999999999996,9,1,1,1,5,6,0,0,-450.0,Middleweight Bout
313,Christian Leroy Duncan,28,74,79.0,09-01-0,04-01,5.06,0.59,4.68,0.47,0.38,0.0,0.0,0.5,0.0,10,0.7,0.1,0.1,0.8,7,0,1,0,1,1,0,0,-300.0,Middleweight Bout
314,Christian Leroy Duncan,28,74,79.0,08-01-0,04-01,4.03,0.5,5.51,0.42,-1.48,0.0,0.0,0.5,0.0,9,0.67,0.11,0.11,0.7778,6,0,1,0,1,1,0,0,-300.0,Middleweight Bout
315,Christian Leroy Duncan,28,74,79.0,09-01-0,04-01,5.06,0.59,4.68,0.47,0.38,0.0,0.0,0.5,0.0,10,0.7,0.1,0.1,0.8,7,0,1,0,1,1,0,0,500.0,Middleweight Bout
316,Christian Leroy Duncan,28,74,79.0,08-01-0,04-01,4.03,0.5,5.51,0.42,-1.48,0.0,0.0,0.5,0.0,9,0.67,0.11,0.11,0.7778,6,0,1,0,1,1,0,0,500.0,Middleweight Bout
317,Robert Whittaker,33,72,73.5,24-07-0,03-02,4.47,0.42,3.39,0.6,1.08,0.85,0.39,0.82,0.0,31,0.29,0.16,0.32,0.45159999999999995,9,3,5,1,10,3,0,0,-225.0,Middleweight Bout
318,Anthony Hernandez,30,72,75.0,11-02-0,04-01,4.33,0.62,3.36,0.46,0.97,6.79,0.57,0.63,2.9,13,0.15,0.54,0.15,0.6923,2,1,7,1,2,0,0,0,-210.0,Middleweight Bout
319,Robert Bryczek,33,72,,17-05-0,5-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0.5,0.0455,0.2273,0.5455,11,1,1,1,5,3,0,0,-190.0,Middleweight Bout
320,Brad Tavares,36,73,74.0,20-08-0,03-02,3.38,0.43,3.03,0.56,0.35,0.81,0.26,0.82,0.0,28,0.17859999999999998,0.07139999999999999,0.4643,0.25,5,4,2,0,13,4,0,0,195.0,Middleweight Bout
321,Rodolfo Vieira,34,72,73.0,09-02-0,03-02,3.36,0.54,4.84,0.48,-1.48,3.7,0.26,1.0,1.4,11,0.0909,0.7273000000000001,0.0,0.8181999999999999,1,0,8,1,0,1,0,0,-119.0,Middleweight Bout
322,Nassourdine Imavov,27,75,75.0,12-04-0,3-1 (1 NC),4.55,0.53,3.76,0.58,0.79,1.09,0.31,0.72,1.7,16,0.31,0.25,0.19,0.5625,5,0,4,1,3,3,0,0,-159.0,Middleweight Bout
323,JunYong Park,32,70,73.0,17-05-0,04-01,4.94,0.51,3.66,0.53,1.28,2.1,0.5,0.69,1.2,22,0.23,0.27,0.27,0.5,5,1,6,2,6,2,0,0,-180.0,Middleweight Bout
324,Clay Guida,41,67,70.0,38-23-0,02-03,2.63,0.33,3.04,0.61,-0.41,3.16,0.36,0.69,0.6,59,0.08,0.27,0.27,0.35590000000000005,5,2,16,11,16,9,0,0,250.0,Middleweight Bout
325,Zach Reese,29,76,77.0,6-0-0,5-0,6.49,0.61,8.92,0.31,-2.43,0.0,0.0,0.0,12.2,6,0.67,0.33,0.0,1.0,4,0,2,0,0,0,0,0,195.0,Middleweight Bout
326,Denis Tiuliulin,35,73,77.0,11-08-0,02-03,5.04,0.41,5.83,0.4,-0.79,0.0,0.0,0.69,0.0,19,0.47,0.0,0.05,0.47369999999999995,9,2,0,4,1,2,1,0,-500.0,Middleweight Bout
327,Caio Borralho,31,70,75.0,15-01-0,5-0,2.73,0.58,1.98,0.6,0.75,2.16,0.63,0.57,0.5,17,0.2353,0.2353,0.4118,0.4706,4,0,4,0,7,1,0,0,300.0,Middleweight Bout
328,Caio Borralho,31,70,75.0,15-01-0,5-0,2.73,0.58,1.98,0.6,0.75,2.16,0.63,0.57,0.5,17,0.2353,0.2353,0.4118,0.4706,4,0,4,0,7,1,0,0,-600.0,Middleweight Bout
329,Sean O'Malley,29,71,72.0,17-01-0,4-0 (1 NC),7.25,0.61,3.51,0.61,3.74,0.43,0.42,0.62,0.4,19,0.6315999999999999,0.0526,0.21050000000000002,0.6842,12,1,1,0,4,0,0,0,-275.0,UFC Bantamweight Title Bout
330,Alexander Volkanovski,35,66,71.5,26-03-0,03-02,6.19,0.57,3.42,0.58,2.77,1.84,0.37,0.7,0.2,29,0.45,0.1,0.34,0.5517,13,2,3,0,10,1,0,0,-132.0,UFC Featherweight Title Bout
331,Alexandre Pantoja,34,65,67.0,27-05-0,5-0,4.32,0.49,3.9,0.5,0.42,2.2,0.48,0.67,1.0,32,0.25,0.3125,0.2812,0.5625,8,0,10,0,9,5,0,0,-188.0,UFC Flyweight Title Bout
332,Alexandre Pantoja,33,65,68.0,26-05-0,04-01,4.41,0.48,3.81,0.51,0.6,1.75,0.44,0.66,1.0,31,0.26,0.32,0.26,0.5806,8,0,10,0,8,5,0,0,-188.0,UFC Flyweight Title Bout
333,Alexandre Pantoja,34,65,67.0,27-05-0,5-0,4.32,0.49,3.9,0.5,0.42,2.2,0.48,0.67,1.0,32,0.25,0.3125,0.2812,0.5625,8,0,10,0,9,5,0,0,-190.0,UFC Flyweight Title Bout
334,Alexandre Pantoja,33,65,68.0,26-05-0,04-01,4.41,0.48,3.81,0.51,0.6,1.75,0.44,0.66,1.0,31,0.26,0.32,0.26,0.5806,8,0,10,0,8,5,0,0,-190.0,UFC Flyweight Title Bout
335,Sergei Pavlovich,31,75,84.0,18-01-0,5-0,8.72,0.49,4.33,0.57,4.39,0.0,0.0,0.75,0.0,19,0.79,0.0,0.16,0.7895,15,1,0,0,3,0,0,0,119.0,UFC Interim Heavyweight Title Bout
336,Alex Pereira,36,76,79.0,09-02-0,04-01,5.0,0.62,3.65,0.5,1.35,0.19,1.0,0.7,0.4,11,0.6364,0.0,0.1818,0.6364,7,1,0,1,2,0,0,0,-130.0,UFC Light Heavyweight Title Bout
337,Alex Pereira,36,76,80.0,08-02-0,04-01,5.11,0.62,3.7,0.51,1.41,0.22,1.0,0.7,0.2,10,0.6,0.0,0.2,0.6,6,1,0,1,2,0,0,0,-130.0,UFC Light Heavyweight Title Bout
338,Alex Pereira,36,76,79.0,09-02-0,04-01,5.0,0.62,3.65,0.5,1.35,0.19,1.0,0.7,0.4,11,0.6364,0.0,0.1818,0.6364,7,1,0,1,2,0,0,0,105.0,UFC Light Heavyweight Title Bout
339,Alex Pereira,36,76,80.0,08-02-0,04-01,5.11,0.62,3.7,0.51,1.41,0.22,1.0,0.7,0.2,10,0.6,0.0,0.2,0.6,6,1,0,1,2,0,0,0,105.0,UFC Light Heavyweight Title Bout
340,Sean Strickland,32,73,76.0,28-05-0,03-02,5.82,0.41,4.24,0.63,1.58,0.92,0.64,0.84,0.2,33,0.33,0.12,0.39,0.4545,11,2,4,0,13,3,0,0,-145.0,UFC Middleweight Title Bout
341,Leon Edwards,32,74,74.0,21-03-0,4-0-1,2.8,0.53,2.4,0.53,0.4,1.26,0.33,0.69,0.3,23,0.3,0.13,0.43,0.43479999999999996,7,0,3,0,10,2,0,1,-159.0,UFC Welterweight Title Bout
342,Raquel Pennington,35,67,67.5,15-08-0,5-0,4.02,0.5,3.34,0.62,0.68,0.93,0.27,0.63,0.6,23,0.04,0.17,0.43,0.21739999999999998,1,1,4,1,10,6,0,0,140.0,UFC Women's Bantamweight Title Bout
343,Zhang Weili,34,64,63.0,24-03-0,03-02,5.94,0.51,3.44,0.53,2.5,2.29,0.42,0.66,0.4,27,0.40740000000000004,0.2963,0.1852,0.7037,11,1,8,0,5,2,0,0,-500.0,UFC Women's Strawweight Title Bout
344,Alex Morono,33,71,72.0,23-09-0,03-02,5.02,0.41,4.17,0.58,0.85,0.34,0.22,0.5,0.3,33,0.1818,0.2121,0.2727,0.39390000000000003,6,3,7,0,9,6,1,0,154.0,Welterweight Bout
345,Alex Morono,33,71,72.0,23-09-0,03-02,5.02,0.41,4.17,0.58,0.85,0.34,0.22,0.5,0.3,33,0.1818,0.2121,0.2727,0.39390000000000003,6,3,7,0,9,6,1,0,-290.0,Heavyweight Bout
346,Joaquin Buckley,30,70,76.0,18-06-0,03-02,4.06,0.34,3.26,0.58,0.8,1.4,0.36,0.69,0.0,24,0.5417000000000001,0.0,0.20829999999999999,0.5417000000000001,13,4,0,0,5,2,0,0,-156.0,Welterweight Bout
347,Joaquin Buckley,29,70,76.0,17-06-0,03-02,3.87,0.33,3.31,0.57,0.56,1.51,0.36,0.65,0.0,23,0.5217,0.0,0.21739999999999998,0.5217,12,4,0,0,5,2,0,0,-156.0,Welterweight Bout
348,Joaquin Buckley,30,70,76.0,18-06-0,03-02,4.06,0.34,3.26,0.58,0.8,1.4,0.36,0.69,0.0,24,0.5417000000000001,0.0,0.20829999999999999,0.5417000000000001,13,4,0,0,5,2,0,0,-154.0,Welterweight Bout
349,Joaquin Buckley,29,70,76.0,17-06-0,03-02,3.87,0.33,3.31,0.57,0.56,1.51,0.36,0.65,0.0,23,0.5217,0.0,0.21739999999999998,0.5217,12,4,0,0,5,2,0,0,-154.0,Welterweight Bout
350,Joaquin Buckley,30,70,76.0,18-06-0,03-02,4.06,0.34,3.26,0.58,0.8,1.4,0.36,0.69,0.0,24,0.5417000000000001,0.0,0.20829999999999999,0.5417000000000001,13,4,0,0,5,2,0,0,102.0,Welterweight Bout
351,Joaquin Buckley,29,70,76.0,17-06-0,03-02,3.87,0.33,3.31,0.57,0.56,1.51,0.36,0.65,0.0,23,0.5217,0.0,0.21739999999999998,0.5217,12,4,0,0,5,2,0,0,102.0,Welterweight Bout
352,Billy Goff,25,70,72.0,09-02-0,5-0,10.22,0.46,4.3,0.64,5.92,4.04,0.4,1.0,0.0,11,0.6364,0.0,0.1818,0.6364,7,1,0,0,2,1,0,0,135.0,Welterweight Bout
353,Vicente Luque,32,71,75.0,22-09-0,03-02,5.17,0.52,5.15,0.52,0.02,1.04,0.6,0.62,0.7,32,0.34380000000000005,0.25,0.09380000000000001,0.5938,11,1,8,2,3,6,0,0,-122.0,Welterweight Bout
354,Vicente Luque,32,71,76.0,22-09-0,03-02,5.17,0.52,5.15,0.52,0.02,1.04,0.6,0.62,0.7,32,0.34,0.25,0.09,0.5938,11,1,8,2,3,6,0,0,-122.0,Welterweight Bout
355,Max Griffin,38,71,76.0,19-10-0,03-02,4.09,0.49,3.94,0.57,0.15,1.48,0.41,0.69,0.3,29,0.3103,0.069,0.2759,0.37929999999999997,9,1,2,0,8,9,0,0,145.0,Welterweight Bout
356,Gilbert Urbina,27,75,75.0,07-02-0,03-02,6.33,0.6,4.09,0.47,2.24,3.96,0.5,0.0,1.0,9,0.22,0.22,0.33,0.44439999999999996,2,0,2,1,3,1,0,0,-203.0,Welterweight Bout
357,Pete Rodriguez,27,69,73.0,05-01-0,04-01,10.37,0.46,11.69,0.44,-1.32,0.0,0.0,1.0,0.0,6,0.83,0.0,0.0,0.8332999999999999,5,1,0,0,0,0,0,0,200.0,Welterweight Bout
358,Yohan Lainesse,31,73,76.0,09-02-0,03-02,2.34,0.42,3.44,0.59,-1.1,1.0,0.28,0.8,0.5,11,0.55,0.0,0.27,0.5455,6,1,0,1,3,0,0,0,-140.0,Welterweight Bout
359,Matthew Semelsberger,31,73,75.0,11-06-0,02-03,4.06,0.43,4.36,0.55,-0.3,1.02,0.58,0.5,0.1,17,0.35,0.06,0.24,0.4118,6,2,1,1,4,3,0,0,-132.0,Welterweight Bout
360,Sean Brady,31,70,72.5,15-01-0,04-01,4.17,0.53,3.86,0.62,0.31,2.8,0.5,0.87,0.8,16,0.19,0.25,0.5,0.4375,3,1,4,0,8,0,0,0,-120.0,Welterweight Bout
361,Jonny Parsons,32,69,69.0,09-03-0,5-0,4.65,0.44,4.89,0.6,-0.24,0.0,0.0,0.66,0.0,12,0.58,0.0,0.17,0.5832999999999999,7,2,0,0,2,1,0,0,123.0,Welterweight Bout
362,Bryan Battle,29,73,77.0,10-02-0,04-01,4.52,0.54,3.73,0.42,0.79,0.94,0.25,0.45,0.6,13,0.23,0.46,0.15,0.6923,3,0,6,1,2,1,0,0,-180.0,Welterweight Bout
363,Tim Means,40,74,75.0,33-15-1,02-03,5.1,0.49,3.65,0.6,1.45,1.16,0.42,0.65,0.2,50,0.4,0.1,0.16,0.5,20,2,5,7,8,6,0,0,260.0,Welterweight Bout
364,Trevor Peek,29,69,70.0,09-01-0,04-01,5.09,0.56,4.37,0.44,0.72,1.76,0.5,0.51,0.0,11,0.7273000000000001,0.0,0.0909,0.7273000000000001,8,0,0,0,1,1,0,0,182.0,Welterweight Bout
365,Chidi Njokuani,35,75,80.0,22-10-0,02-03,4.04,0.6,3.19,0.53,0.85,0.0,0.0,0.67,0.3,33,0.4242,0.030299999999999997,0.2121,0.4545,14,5,1,3,7,2,0,0,-145.0,Welterweight Bout
366,Kevin Holland,31,75,81.0,25-10-0,02-03,4.39,0.49,3.22,0.51,1.17,0.78,0.38,0.53,0.5,36,0.3611,0.22219999999999998,0.11109999999999999,0.5832999999999999,13,1,8,3,4,6,0,0,-132.0,Welterweight Bout
367,Gilbert Burns,37,70,71.0,22-06-0,03-02,3.36,0.48,3.34,0.54,0.02,1.95,0.35,0.47,0.5,28,0.2143,0.3214,0.25,0.5357,6,2,9,0,7,4,0,0,144.0,Welterweight Bout
368,Geoff Neal,33,71,75.0,15-05-0,02-03,5.22,0.5,5.6,0.58,-0.38,0.51,0.44,0.87,0.1,20,0.45,0.1,0.2,0.55,9,1,2,2,4,2,0,0,180.0,Welterweight Bout
369,Josh Quinlan,31,72,72.0,06-01-0,3-1 (1 NC),3.68,0.41,5.97,0.5,-2.29,0.84,0.12,0.6,0.0,7,0.57,0.29,0.0,0.8571,4,0,2,0,0,1,0,0,158.0,Welterweight Bout
370,Oban Elliott,26,72,72.0,09-02-0,5-0,3.87,0.44,2.8,0.61,1.07,4.0,0.44,0.0,0.0,11,0.18,0.27,0.36,0.4545,2,2,3,0,4,0,0,0,-310.0,Welterweight Bout
371,Trevin Giles,31,72,74.0,16-05-0,02-03,2.97,0.53,2.09,0.59,0.88,1.27,0.55,0.71,0.3,21,0.2857,0.23809999999999998,0.23809999999999998,0.5238,6,2,5,3,5,0,0,0,208.0,Welterweight Bout
372,Randy Brown,33,75,78.0,17-05-0,04-01,4.38,0.47,3.33,0.54,1.05,0.8,0.39,0.74,0.5,22,0.27,0.23,0.27,0.5,6,2,5,2,6,1,0,0,-230.0,Welterweight Bout
373,Randy Brown,33,75,78.0,17-05-0,04-01,4.38,0.47,3.33,0.54,1.05,0.8,0.39,0.74,0.5,22,0.27,0.23,0.27,0.5,6,2,5,2,6,1,0,0,-230.0,Welterweight Bout
374,Neil Magny,36,75,80.0,28-11-0,02-03,3.45,0.46,2.4,0.53,1.05,2.22,0.4,0.55,0.3,39,0.18,0.1,0.44,0.2821,7,2,4,6,17,3,0,0,290.0,Welterweight Bout
375,Shavkat Rakhmonov,29,73,77.0,17-0-0,5-0,4.45,0.59,2.61,0.53,1.84,1.49,0.33,1.0,1.5,17,0.47,0.53,0.0,1.0,8,0,9,0,0,0,0,0,-650.0,Welterweight Bout
376,Song Kenan,33,72,71.5,21-07-0,03-02,4.4,0.47,5.86,0.52,-1.46,0.41,0.66,0.62,0.0,28,0.32,0.32,0.11,0.6429,9,4,9,0,3,3,0,0,135.0,Welterweight Bout
377,Wellington Turman,27,72,72.0,18-07-0,02-03,3.04,0.49,3.87,0.46,-0.83,1.49,0.19,0.45,0.8,25,0.16,0.32,0.24,0.48,4,2,8,0,6,5,0,0,-190.0,Welterweight Bout
378,Michael Morales,24,72,79.0,15-0-0,5-0,5.17,0.48,3.54,0.48,1.63,1.66,0.45,0.91,0.0,15,0.73,0.07,0.2,0.8,11,0,1,0,3,0,0,0,-300.0,Welterweight Bout
379,Norma Dumont,33,67,67.0,10-02-0,04-01,3.41,0.49,1.99,0.66,1.42,1.39,0.64,0.72,0.0,12,0.0,0.16670000000000001,0.6667000000000001,0.16670000000000001,0,1,2,0,8,1,0,0,-171.0,Women's Bantamweight Bout
380,Montserrat Rendon,35,68,68.0,6-0-0,5-0,4.6,0.37,4.0,0.44,0.6,3.0,0.6,1.0,0.0,6,0.0,0.0,1.0,0.0,0,0,0,0,6,0,0,0,180.0,Women's Bantamweight Bout
381,Pannie Kianzad,32,67,66.0,16-07-0,03-02,4.87,0.49,3.75,0.53,1.12,0.35,0.3,0.71,0.1,24,0.13,0.0,0.58,0.125,3,1,0,2,14,4,0,0,205.0,Women's Bantamweight Bout
382,Josiane Nunes,30,62,67.0,10-01-0,5-0,7.22,0.44,5.85,0.52,1.37,0.0,0.0,0.7,0.0,11,0.64,0.0,0.27,0.6364,7,0,0,0,3,1,0,0,-143.0,Women's Bantamweight Bout
383,Miesha Tate,37,66,66.5,19-09-0,01-04,2.61,0.44,3.1,0.51,-0.49,1.88,0.29,0.55,1.3,28,0.14,0.25,0.29,0.39289999999999997,4,2,7,3,8,4,0,0,128.0,Women's Bantamweight Bout
384,Nora Cornolle,34,67,67.0,07-01-0,5-0,2.67,0.51,1.2,0.57,1.47,0.0,0.0,0.37,0.0,8,0.625,0.125,0.125,0.75,5,0,1,0,1,1,0,0,285.0,Women's Bantamweight Bout
385,Jasmine Jasudavicius,34,67,68.0,09-03-0,03-02,3.54,0.4,4.41,0.51,-0.87,2.17,0.37,0.8,0.0,12,0.17,0.08,0.5,0.25,2,0,1,0,6,3,0,0,-370.0,Women's Bantamweight Bout
386,Cody Garbrandt,32,68,65.0,14-05-0,03-02,3.06,0.4,3.91,0.6,-0.85,1.1,0.34,0.8,0.0,19,0.5789,0.0,0.15789999999999998,0.5789,11,4,0,0,3,1,0,0,-213.0,Women's Bantamweight Bout
387,Cody Garbrandt,32,68,65.5,13-05-0,02-03,3.0,0.4,3.89,0.61,-0.89,1.13,0.34,0.78,0.0,18,0.56,0.0,0.17,0.5556,10,4,0,0,3,1,0,0,-213.0,Women's Bantamweight Bout
388,Cody Garbrandt,32,68,65.0,14-05-0,03-02,3.06,0.4,3.91,0.6,-0.85,1.1,0.34,0.8,0.0,19,0.5789,0.0,0.15789999999999998,0.5789,11,4,0,0,3,1,0,0,250.0,Bantamweight Bout
389,Cody Garbrandt,32,68,65.5,13-05-0,02-03,3.0,0.4,3.89,0.61,-0.89,1.13,0.34,0.78,0.0,18,0.56,0.0,0.17,0.5556,10,4,0,0,3,1,0,0,250.0,Bantamweight Bout
390,Tatsuro Taira,23,67,70.0,14-0-0,5-0,3.23,0.69,1.26,0.47,1.97,2.41,0.41,0.6,2.8,14,0.21,0.5,0.29,0.7143,3,0,7,0,4,0,0,0,-500.0,Women's Bantamweight Bout
391,Lucie Pudilova,29,68,67.5,14-08-0,03-02,3.97,0.37,3.95,0.51,0.02,0.62,0.27,0.63,0.6,22,0.14,0.09,0.41,0.2273,3,0,2,1,9,7,0,0,-175.0,Women's Bantamweight Bout
392,Holly Holm,42,68,69.0,15-06-0,3-1 (1 NC),3.21,0.4,2.79,0.56,0.42,0.9,0.3,0.78,0.1,22,0.3636,0.0,0.3182,0.3636,8,1,0,1,7,4,0,0,300.0,Women's Bantamweight Bout
393,JJ Aldrich,31,65,67.0,13-06-0,03-02,4.05,0.46,4.53,0.6,-0.48,0.71,0.25,0.66,0.0,19,0.15789999999999998,0.0,0.5263,0.15789999999999998,3,1,0,2,10,3,0,0,120.0,Women's Flyweight Bout
394,JJ Aldrich,31,65,67.0,13-06-0,03-02,4.05,0.46,4.53,0.6,-0.48,0.71,0.25,0.66,0.0,19,0.15789999999999998,0.0,0.5263,0.15789999999999998,3,1,0,2,10,3,0,0,-110.0,Women's Flyweight Bout
395,Dione Barbosa,32,66,66.0,06-02-0,03-02,0.87,0.5,0.65,0.66,0.22,3.27,1.0,0.0,9.8,8,0.0,0.375,0.375,0.375,0,1,3,0,3,1,0,0,-200.0,Women's Flyweight Bout
396,Erin Blanchfield,24,64,66.0,12-01-0,5-0,5.58,0.52,3.32,0.62,2.26,2.86,0.36,0.83,1.2,13,0.15380000000000002,0.3077,0.46149999999999997,0.46149999999999997,2,0,4,0,6,1,0,0,-180.0,Women's Flyweight Bout
397,Dustin Jacoby,35,75,76.0,19-07-0,03-02,5.46,0.46,4.02,0.59,1.44,0.4,0.25,0.6,0.0,27,0.44,0.04,0.22,0.4815,12,1,1,2,6,4,0,0,230.0,Women's Flyweight Bout
398,Veronica Hardy,28,64,64.0,08-04-0,03-02,3.27,0.45,4.1,0.46,-0.83,1.27,0.41,0.57,0.4,13,0.07690000000000001,0.15380000000000002,0.3846,0.23079999999999998,1,1,2,1,5,2,0,0,145.0,Women's Flyweight Bout
399,Veronica Hardy,28,64,64.0,07-04-0,02-03,3.35,0.46,4.38,0.45,-1.03,1.34,0.4,0.55,0.5,12,0.08,0.17,0.33,0.25,1,1,2,1,4,2,0,0,145.0,Women's Flyweight Bout
400,Veronica Hardy,28,64,64.0,08-04-0,03-02,3.27,0.45,4.1,0.46,-0.83,1.27,0.41,0.57,0.4,13,0.07690000000000001,0.15380000000000002,0.3846,0.23079999999999998,1,1,2,1,5,2,0,0,-140.0,Women's Flyweight Bout
401,Veronica Hardy,28,64,64.0,07-04-0,02-03,3.35,0.46,4.38,0.45,-1.03,1.34,0.4,0.55,0.5,12,0.08,0.17,0.33,0.25,1,1,2,1,4,2,0,0,-140.0,Women's Flyweight Bout
402,Ariane Lipski,30,66,67.0,17-08-0,04-01,4.27,0.4,4.23,0.52,0.04,0.64,0.55,0.79,0.4,25,0.24,0.16,0.28,0.4,6,4,4,0,7,4,0,0,125.0,Women's Flyweight Bout
403,Ariane Lipski,29,66,67.0,16-08-0,03-02,3.94,0.39,4.2,0.51,-0.26,0.54,0.5,0.78,0.3,24,0.25,0.13,0.29,0.375,6,4,3,0,7,4,0,0,125.0,Women's Flyweight Bout
404,Ariane Lipski,30,66,67.0,17-08-0,04-01,4.27,0.4,4.23,0.52,0.04,0.64,0.55,0.79,0.4,25,0.24,0.16,0.28,0.4,6,4,4,0,7,4,0,0,172.0,Bantamweight Bout
405,Ariane Lipski,29,66,67.0,16-08-0,03-02,3.94,0.39,4.2,0.51,-0.26,0.54,0.5,0.78,0.3,24,0.25,0.13,0.29,0.375,6,4,3,0,7,4,0,0,172.0,Bantamweight Bout
406,Ivana Petrovic,29,68,70.0,06-01-0,04-01,1.47,0.35,2.73,0.52,-1.26,2.0,0.33,0.66,2.0,7,0.4286,0.2857,0.1429,0.7143,3,0,2,0,1,1,0,0,-465.0,Women's Flyweight Bout
407,Amanda Ribas,30,63,66.0,12-04-0,03-02,4.92,0.42,3.33,0.63,1.59,1.99,0.51,0.87,0.8,16,0.1875,0.25,0.3125,0.4375,3,3,4,0,5,1,0,0,200.0,Women's Flyweight Bout
408,Amanda Ribas,30,63,66.0,11-04-0,02-03,4.73,0.42,3.24,0.64,1.49,2.27,0.53,0.88,0.9,15,0.13,0.27,0.33,0.4,2,3,4,0,5,1,0,0,200.0,Women's Flyweight Bout
